v(g),n,v,l,d,i,e,t,n1,n2,N1,N2,result
2,36,150.1173001,0.16,6.4,23.46,960.75,53.38,8,10,20,16,1
1,10,31.69925001,0.4,2.5,12.68,79.25,4.4,5,4,6,4,1
5,98,568.6917502,0.11,9.38,53.18,4674.11,259.67,10,26,61,49,1
1,6,15.509775,0.67,1.5,10.34,23.26,1.29,3,3,3,3,1
2,77,332.7884633,0.05,18.75,17.75,6239.78,346.65,12,8,52,25,1
1,4,8,0.67,1.5,5.33,12,0.67,3,1,3,1,1
1,6,15.509775,0.67,1.5,10.34,23.26,1.29,3,3,3,3,1
2,12,39.86313714,0.33,3,13.29,119.59,6.64,5,5,6,6,1
1,4,8,0.67,1.5,5.33,12,0.67,3,1,3,1,1
7,154,802.2558183,0.04,26.05,30.79,20900.88,1161.16,18,19,99,55,1
2,30,125.09775,0.21,4.77,26.21,597.06,33.17,7,11,15,15,1
12,125,580.4820237,0.03,32.89,17.65,19091.41,1060.63,16,9,88,37,1
10,122,625.7725281,0.05,21.47,29.14,13437.64,746.54,16,19,71,51,1
10,60,288.4412953,0.06,16.67,17.31,4807.35,267.08,16,12,35,25,1
6,101,533.8256241,0.08,12.04,44.34,6427.26,357.07,14,25,58,43,1
2,21,79.95445336,0.15,6.67,11.99,533.03,29.61,8,6,11,10,1
2,18,64.52932501,0.25,4,16.12,258.12,14.34,6,6,10,8,1
1,31,118.0280026,0.17,6,19.67,708.17,39.34,7,7,19,12,1
8,146,801.8105521,0.05,19.33,41.47,15501.67,861.2,18,27,88,58,1
4,58,269.343659,0.1,10.21,26.37,2751.15,152.84,11,14,32,26,1
1,14,48.43204266,0.19,5.25,9.23,254.27,14.13,7,4,8,6,1
2,41,180.0850143,0.14,7.13,25.28,1283.11,71.28,9,12,22,19,1
1,7,19.65148445,0.5,2,9.83,39.3,2.18,4,3,4,3,1
6,91,466.7647545,0.05,21.18,22.04,9884.43,549.14,18,17,51,40,1
48,1091,7412.70771,0.02,61.38,120.77,454986.89,25277.05,24,87,646,445,1
5,109,559.0918488,0.06,16.84,33.2,9416.28,523.13,16,19,69,40,1
5,124,710.2621364,0.08,12.11,58.66,8599.93,477.77,16,37,68,56,1
5,64,297.2067961,0.08,12.46,23.85,3703.65,205.76,12,13,37,27,1
6,146,742.7695748,0.04,24.08,30.85,17885.11,993.62,15,19,85,61,1
4,79,371.3347377,0.1,10.31,36.01,3829.39,212.74,10,16,46,33,1
5,112,596.0559466,0.08,12.92,46.12,7702.88,427.94,14,26,64,48,1
2,122,604.4119499,0.08,12.38,48.82,7483.2,415.73,10,21,70,52,1
2,85,417.0857006,0.1,10.42,40.02,4346.47,241.47,11,19,49,36,1
1,6,15.509775,0.5,2,7.75,31.02,1.72,4,2,4,2,1
4,54,253.8237448,0.08,12,21.15,3045.88,169.22,13,13,30,24,1
48,406,2378.340284,0.02,54.08,43.98,128628.57,7146.03,22,36,229,177,1
1,7,19.65148445,0.5,2,9.83,39.3,2.18,4,3,4,3,1
2,30,125.09775,0.35,2.88,43.37,360.86,20.05,5,13,15,15,1
2,43,204.4601626,0.15,6.87,29.74,1405.66,78.09,11,16,23,20,1
2,23,94.01164535,0.29,3.5,26.86,329.04,18.28,7,10,13,10,1
14,301,1732.221138,0.04,24.68,70.2,42742.56,2374.59,14,40,160,141,1
1,32,128,0.22,4.5,28.44,576,32,6,10,17,15,1
5,164,872.7962076,0.05,21.8,40.03,19030.75,1057.26,17,23,105,59,1
21,534,3413.497504,0.02,50.5,67.59,172381.62,9576.76,28,56,332,202,1
18,312,1733.031722,0.02,48.84,35.48,84641.27,4702.29,22,25,201,111,1
6,270,1594.860461,0.04,26.65,59.84,42509.17,2361.62,21,39,171,99,1
10,255,1416.420157,0.03,35.93,39.43,50886.21,2827.01,20,27,158,97,1
2,60,240,0.06,15.43,15.56,3702.86,205.71,9,7,36,24,1
2,70,280,0.04,23.33,12,6533.33,362.96,10,6,42,28,1
1,85,404.1654377,0.11,9.28,43.55,3751.16,208.4,11,16,58,27,1
13,396,2466.612201,0.03,33.44,73.75,82494.47,4583.03,21,54,224,172,1
5,186,1002.971041,0.05,20.92,47.94,20985.24,1165.85,16,26,118,68,1
4,167,947.2950321,0.06,17.75,53.37,16814.49,934.14,17,34,96,71,1
6,119,653.5305185,0.05,18.81,34.74,12294.54,683.03,21,24,76,43,1
7,205,1112.384275,0.03,35.22,31.59,39175.27,2176.4,20,23,124,81,1
28,280,1721.929193,0.02,44.72,38.5,77011.02,4278.39,33,38,177,103,1
46,609,3745.195996,0.02,50.51,74.15,189170.61,10509.48,22,49,384,225,1
41,391,2066.592268,0.01,90.18,22.92,186362.34,10353.46,25,14,290,101,1
2,29,116,0.12,8.36,13.88,969.43,53.86,9,7,16,13,1
9,177,915.0767253,0.03,38.56,23.73,35284.28,1960.24,19,17,108,69,1
3,30,122.6238852,0.09,11,11.15,1348.86,74.94,11,6,18,12,1
1,7,19.65148445,0.4,2.5,7.86,49.13,2.73,5,2,5,2,1
2,30,122.6238852,0.12,8.57,14.31,1051.06,58.39,10,7,18,12,1
10,74,325.0314893,0.03,29,11.21,9425.91,523.65,14,7,45,29,1
1,7,19.65148445,0.4,2.5,7.86,49.13,2.73,5,2,5,2,1
11,113,518.1007626,0.03,34.3,15.1,17770.86,987.27,14,10,64,49,1
8,87,438.8622884,0.03,33,13.3,14482.46,804.58,22,11,54,33,1
5,58,265.927825,0.05,19.17,13.87,5096.95,283.16,15,9,35,23,1
9,118,595.2385061,0.02,40.25,14.79,23958.35,1331.02,21,12,72,46,1
10,85,408.6251684,0.05,21.6,18.92,8826.3,490.35,18,10,61,24,1
10,86,417.7863656,0.04,22.8,18.32,9525.53,529.2,19,10,62,24,1
3,89,482.9375632,0.08,11.77,41.03,5683.8,315.77,17,26,53,36,1
12,147,747.8570377,0.05,20.92,35.75,15645.96,869.22,15,19,94,53,1
2,59,254.9937576,0.08,13,19.61,3314.92,184.16,10,10,33,26,1
5,110,497.5918152,0.07,13.5,36.86,6717.49,373.19,9,14,68,42,1
10,84,374.592256,0.07,15,24.97,5618.88,312.16,11,11,54,30,1
5,54,262.3309737,0.12,8.53,30.75,2238.01,124.33,13,16,33,21,1
15,245,1396.607731,0.05,21.18,65.95,29575.22,1643.07,18,34,165,80,1
5,43,188.8696492,0.18,5.5,34.34,1038.78,57.71,11,10,33,10,1
13,110,510.8241809,0.06,18,28.38,9194.84,510.82,12,13,71,39,1
5,54,262.3309737,0.12,8.53,30.75,2238.01,124.33,13,16,33,21,1
3,40,166.7970001,0.12,8.13,20.53,1355.23,75.29,10,8,27,13,1
1,8,24,0.33,3,8,72,4,6,2,6,2,1
31,286,1653.468878,0.03,38.71,42.71,64005.25,3555.85,24,31,186,100,1
2,119,610.384679,0.05,19.79,30.84,12079.19,671.07,16,19,72,47,1
2,130,666.8067922,0.05,21.47,31.05,14318.8,795.49,16,19,79,51,1
2,17,62.90747521,0.29,3.5,17.97,220.18,12.23,7,6,11,6,1
2,28,118.9419704,0.19,5.4,22.03,642.29,35.68,9,10,16,12,1
3,46,210.908275,0.1,10,21.09,2109.08,117.17,12,12,26,20,1
13,267,1607.972206,0.03,35.94,44.74,57786.5,3210.36,25,40,152,115,1
13,286,1722.397195,0.02,40.33,42.7,69470.02,3859.45,26,39,165,121,1
3,66,330,0.11,9,36.67,2970,165,12,20,36,30,1
1,77,388.4183472,0.14,7.25,53.57,2816.03,156.45,11,22,48,29,1
5,160,883.769913,0.07,14,63.13,12372.78,687.38,14,32,96,64,1
9,139,758.860995,0.05,20.9,36.31,15860.19,881.12,19,25,84,55,1
3,63,315,0.06,17.36,18.15,5467.5,303.75,18,14,36,27,1
2,63,302.8633601,0.1,9.97,30.39,3018.54,167.7,13,15,40,23,1
1,7,19.65148445,0.5,2,9.83,39.3,2.18,4,3,4,3,1
22,403,2671.630718,0.03,31.88,83.81,85162.8,4731.27,26,73,224,179,1
5,47,212.6074119,0.09,11.7,18.17,2487.51,138.19,13,10,29,18,1
30,676,4366.575774,0.02,48.3,90.41,210905.61,11716.98,23,65,403,273,1
11,142,784.3457978,0.05,20.38,38.48,15988.59,888.25,20,26,89,53,1
1,7,19.65148445,0.4,2.5,7.86,49.13,2.73,5,2,5,2,1
1,7,19.65148445,0.4,2.5,7.86,49.13,2.73,5,2,5,2,1
2,22,88,0.15,6.6,13.33,580.8,32.27,11,5,16,6,1
1,7,19.65148445,0.4,2.5,7.86,49.13,2.73,5,2,5,2,1
1,31,111.1338375,0.16,6.3,17.64,700.14,38.9,7,5,22,9,1
4,32,142.7018118,0.07,13.93,10.25,1987.63,110.42,15,7,19,13,1
1,10,33.21928095,0.33,3,11.07,99.66,5.54,6,4,6,4,1
6,72,356.7021343,0.06,17,20.98,6063.94,336.89,17,14,44,28,1
6,107,553.1819752,0.03,33,16.76,18255.01,1014.17,22,14,65,42,1
1,31,111.1338375,0.16,6.3,17.64,700.14,38.9,7,5,22,9,1
4,50,235.0219859,0.1,10,23.5,2350.22,130.57,13,13,30,20,1
3,35,158.3246685,0.12,8.18,19.35,1295.38,71.97,12,11,20,15,1
4,53,262.5724045,0.07,14.54,18.06,3817.4,212.08,18,13,32,21,1
1,7,19.65148445,0.4,2.5,7.86,49.13,2.73,5,2,5,2,1
1,7,19.65148445,0.4,2.5,7.86,49.13,2.73,5,2,5,2,1
4,63,306.0528027,0.08,11.79,25.97,3607.05,200.39,15,14,41,22,1
5,58,250.6718295,0.13,7.67,32.7,1921.82,106.77,8,12,35,23,1
5,57,276.9049167,0.14,6.91,40.09,1912.37,106.24,13,16,40,17,1
6,54,229.3880857,0.19,5.31,43.22,1217.52,67.64,6,13,31,23,1
6,73,339.0015019,0.04,24.89,13.62,8437.37,468.74,16,9,45,28,1
3,40,166.7970001,0.05,18.2,9.16,3035.71,168.65,13,5,26,14,1
3,47,209.5932861,0.05,18.21,11.51,3817.59,212.09,15,7,30,17,1
27,364,2113.877192,0.02,48.38,43.7,102258.81,5681.04,24,32,235,129,1
7,160,845.664355,0.03,29.57,28.6,25007.5,1389.31,18,21,91,69,1
10,263,1390.060784,0.02,58.95,23.58,81940.43,4552.25,20,19,151,112,1
11,105,566.1933294,0.04,23.33,24.27,13211.18,733.95,24,18,70,35,1
2,19,65.72920075,0.16,6.13,10.73,402.59,22.37,7,4,12,7,1
1,7,19.65148445,0.4,2.5,7.86,49.13,2.73,5,2,5,2,1
8,69,331.7074896,0.04,24.28,13.66,8053.12,447.4,19,9,46,23,1
5,59,307.3577486,0.11,8.93,34.44,2743.17,152.4,17,20,38,21,1
5,101,541.1127525,0.05,19.86,27.24,10748.47,597.14,19,22,55,46,1
3,61,249.3352333,0.08,12.38,20.15,3085.52,171.42,9,8,39,22,1
1,36,137.0647772,0.14,7,19.58,959.45,53.3,7,7,22,14,1
2,24,96,0.17,5.79,16.59,555.43,30.86,9,7,15,9,1
29,247,1245.965347,0.03,33.8,36.86,42113.63,2339.65,13,20,143,104,1
29,247,1245.965347,0.03,33.8,36.86,42113.63,2339.65,13,20,143,104,1
17,288,1522.195839,0.02,50.14,30.36,76327.25,4240.4,18,21,171,117,1
4,85,417.0857006,0.1,9.75,42.78,4066.59,225.92,10,20,46,39,1
4,130,737.4152945,0.13,7.44,99.13,5485.65,304.76,10,41,69,61,1
3,96,461.5060725,0.11,9,51.28,4153.55,230.75,8,20,51,45,1
3,96,461.5060725,0.11,9,51.28,4153.55,230.75,8,20,51,45,1
2,24,96,0.18,5.5,17.45,528,29.33,8,8,13,11,1
21,371,2250.51909,0.03,31.5,71.45,70891.35,3938.41,21,46,233,138,1
3,118,644.212931,0.07,14.17,45.47,9126.35,507.02,17,27,73,45,1
7,132,687.6478443,0.05,20.83,33.02,14320.27,795.57,17,20,83,49,1
3,54,264.9720922,0.11,9.19,28.84,2434.43,135.25,14,16,33,21,1
9,366,2096.418886,0.03,39.96,52.47,83764.27,4653.57,19,34,223,143,1
4,43,185.8429081,0.1,9.78,19.01,1817.13,100.95,11,9,27,16,1
5,279,1680.24062,0.05,21.55,77.97,36210.9,2011.72,16,49,147,132,1
8,150,792.8103328,0.04,25.26,31.38,20028.89,1112.72,20,19,102,48,1
6,74,351.8616752,0.04,22.55,15.61,7932.88,440.72,16,11,43,31,1
3,35,136.7411708,0.12,8.57,15.95,1172.07,65.11,8,7,20,15,1
1,11,36.54120904,0.33,3,12.18,109.62,6.09,6,4,7,4,1
2,14,48.43204266,0.28,3.6,13.45,174.36,9.69,6,5,8,6,1
3,151,761.703512,0.04,27.76,27.43,21148.47,1174.92,16,17,92,59,1
6,158,816.8481502,0.03,36.14,22.6,29523.23,1640.18,22,14,112,46,1
1,15,51.89147428,0.34,2.92,17.79,151.35,8.41,5,6,8,7,1
3,73,350.9369093,0.06,16.67,21.06,5848.95,324.94,16,12,48,25,1
4,188,948.3460944,0.03,33.41,28.38,31685.92,1760.33,16,17,117,71,1
2,586,3973.876792,0.12,8.39,473.41,33357.64,1853.2,6,104,295,291,1
2,18,62.26976914,0.4,2.5,24.91,155.67,8.65,5,6,12,6,1
3,128,733.1738182,0.12,8.34,87.9,6115.74,339.76,12,41,71,57,1
2,47,206.4389189,0.14,7.38,27.96,1524.47,84.69,8,13,23,24,1
12,485,2853.081879,0.02,47.5,60.06,135521.39,7528.97,19,40,285,200,1
3,55,237.7060452,0.11,9.41,25.26,2236.6,124.26,9,11,32,23,1
1,74,347.8325391,0.11,9.38,37.1,3260.93,181.16,10,16,44,30,1
1,31,114.7136313,0.3,3.33,34.41,382.38,21.24,4,9,16,15,1
33,1057,6293.5855,0.03,33.19,189.65,208853.8,11602.99,8,54,609,448,1
15,212,1208.49322,0.04,27.87,43.37,33676.68,1870.93,22,30,136,76,1
9,208,1130.443473,0.03,34.38,32.2,38058.37,2114.35,20,21,135,76,1
1,155,959.4228066,0.45,2.23,429.87,2141.32,118.96,4,69,78,77,1
1,118,679.0767253,0.43,2.32,292.71,1575.46,87.53,4,50,60,58,1
1,137,839.7117733,0.49,2.02,413.59,1704.87,94.71,4,66,70,67,1
2,118,685.2678808,0.25,4.07,168.31,2790.02,155,7,49,61,57,1
7,102,531.3642433,0.07,14,37.95,7439.1,413.28,14,23,56,46,1
2,25,102.186571,0.16,6.19,16.52,632.28,35.13,9,8,14,11,1
9,147,787.5601447,0.02,41.65,18.91,32799.55,1822.2,24,17,88,59,1
3,63,292.56294,0.11,9.43,31.03,2758.45,153.25,11,14,39,24,1
3,46,191.8165501,0.14,7.2,26.64,1381.08,76.73,8,10,28,18,1
1,17,60.94436251,0.2,4.9,12.44,298.63,16.59,7,5,10,7,1
3,88,451.3769055,0.11,8.94,50.5,4034.18,224.12,11,24,49,39,1
11,128,685.7666566,0.05,18.24,37.6,12508.38,694.91,16,25,71,57,1
7,103,472.2511376,0.05,19.46,24.27,9190.73,510.6,11,13,57,46,1
4,46,225.7169674,0.12,8.31,27.15,1876.27,104.24,14,16,27,19,1
9,106,520.1304031,0.04,24.57,21.17,12780.35,710.02,16,14,63,43,1
2,31,142.1338375,0.12,8.4,16.92,1193.92,66.33,14,10,19,12,1
10,93,488.0572588,0.06,15.79,30.92,7704.33,428.02,17,21,54,39,1
2,31,142.1338375,0.12,8.4,16.92,1193.92,66.33,14,10,19,12,1
2,31,142.1338375,0.12,8.4,16.92,1193.92,66.33,14,10,19,12,1
10,90,412.6466251,0.04,24.5,16.84,10109.84,561.66,14,10,55,35,1
4,52,247.2541501,0.04,23.75,10.41,5872.29,326.24,19,8,32,20,1
22,185,1064.654188,0.05,19.81,53.73,21095.36,1171.96,19,35,112,73,1
3,40,183.3985,0.07,15,12.23,2750.98,152.83,16,8,25,15,1
2,16,59.20703549,0.21,4.8,12.33,284.19,15.79,8,5,10,6,1
5,64,317.0685639,0.06,15.79,20.09,5005.15,278.06,17,14,38,26,1
15,252,1506.274541,0.04,23.5,64.09,35397.45,1966.53,21,42,158,94,1
8,178,920.2466503,0.05,21.95,41.92,20203.6,1122.42,14,22,109,69,1
6,147,741.5259355,0.06,16,46.35,11864.41,659.13,12,21,91,56,1
2,113,593.015809,0.11,9.11,65.12,5400.68,300.04,10,28,62,51,1
7,139,796.1809432,0.05,18.79,42.38,14958.55,831.03,20,33,77,62,1
13,485,3039.391472,0.02,47.92,63.42,145652.41,8091.8,26,51,297,188,1
13,541,3654.394139,0.03,29.9,122.22,109266.38,6070.35,23,85,320,221,1
3,49,224.6631625,0.07,14.7,15.28,3302.55,183.47,14,10,28,21,1
9,107,519.8039665,0.04,27.69,18.77,14394.57,799.7,16,13,62,45,1
2,27,102.7985829,0.22,4.5,22.84,462.59,25.7,6,8,15,12,1
5,67,331.9311528,0.08,12.76,26,4237,235.39,14,17,36,31,1
14,475,3083.630221,0.03,38.14,80.84,117618.47,6534.36,27,63,297,178,1
7,149,808.5134485,0.04,26.96,29.99,21794.71,1210.82,20,23,87,62,1
19,392,2610.018901,0.06,17.22,151.54,44953.74,2497.43,16,85,209,183,1
3,194,1121.583784,0.05,21.16,53,23735.14,1318.62,18,37,107,87,1
9,352,2062.00931,0.03,36.58,56.37,75426.13,4190.34,20,38,213,139,1
8,66,320.6267457,0.11,8.82,36.34,2829.06,157.17,12,17,41,25,1
33,462,2424.542511,0.01,113.47,21.37,275104.76,15283.6,23,15,314,148,1
7,252,1383.94698,0.02,51.75,26.74,71619.26,3978.85,23,22,153,99,1
4,69,338.5754511,0.06,16.35,20.71,5534.41,307.47,17,13,44,25,1
9,50,250,0.13,7.94,31.48,1985.29,110.29,15,17,32,18,1
15,266,1485.600025,0.05,20.43,72.72,30348.69,1686.04,13,35,156,110,1
2,17,56.47277761,0.29,3.5,16.14,197.65,10.98,5,5,10,7,1
2,17,56.47277761,0.29,3.5,16.14,197.65,10.98,5,5,10,7,1
1,13,44.97261104,0.29,3.5,12.85,157.4,8.74,7,4,9,4,1
20,136,691.8949464,0.05,19,36.42,13146,730.33,17,17,98,38,1
2,12,39.86313714,0.21,4.67,8.54,186.03,10.33,7,3,8,4,1
5,35,151.2674833,0.07,14,10.8,2117.74,117.65,14,6,23,12,1
1,74,339.2872251,0.06,16.8,20.2,5700.03,316.67,14,10,50,24,1
14,191,1072.40958,0.06,16.99,63.14,18215.19,1011.96,15,34,114,77,1
5,341,2117.423598,0.03,28.7,73.77,60777.9,3376.55,20,54,186,155,1
2,59,250.6277233,0.07,15.13,16.57,3790.74,210.6,11,8,37,22,1
13,347,2006.131821,0.02,54.63,36.73,109584.95,6088.05,23,32,195,152,1
75,1119,7977.667696,0.01,99,80.58,789789.1,43877.17,45,95,701,418,1
23,637,4104.155007,0.02,59.4,69.09,243786.81,13543.71,27,60,373,264,1
4,103,551.8278565,0.07,13.56,40.7,7481.51,415.64,15,26,56,47,1
4,103,551.8278565,0.07,13.56,40.7,7481.51,415.64,15,26,56,47,1
15,194,995.0809053,0.02,50.25,19.8,50002.82,2777.93,21,14,127,67,1
19,246,1326.510086,0.03,31.13,42.62,41287.63,2293.76,18,24,163,83,1
6,105,529.6613825,0.03,30,17.66,15889.84,882.77,20,13,66,39,1
10,182,1010.935171,0.02,42.1,24.02,42555.56,2364.2,26,21,114,68,1
3,101,530.0406789,0.09,11.7,45.3,6201.48,344.53,13,25,56,45,1
2,29,129.3235169,0.18,5.5,23.51,711.28,39.52,11,11,18,11,1
2,33,149.2775445,0.17,5.96,25.05,889.45,49.41,11,12,20,13,1
5,146,810.9699723,0.06,16,50.69,12975.52,720.86,16,31,84,62,1
2,23,94.01164535,0.23,4.44,21.15,417.83,23.21,8,9,13,10,1
6,66,306.4945085,0.16,6.22,49.26,1907.08,105.95,7,18,34,32,1
6,157,857.1307641,0.06,15.94,53.79,13658.79,758.82,13,31,81,76,1
7,116,617.343659,0.05,19.9,31.01,12288.08,682.67,19,21,72,44,1
2,35,151.2674833,0.19,5.33,28.36,806.76,44.82,8,12,19,16,1
2,35,151.2674833,0.19,5.33,28.36,806.76,44.82,8,12,19,16,1
3,45,197.654284,0.15,6.46,30.59,1277.15,70.95,8,13,24,21,1
3,45,197.654284,0.15,6.46,30.59,1277.15,70.95,8,13,24,21,1
2,30,125.09775,0.26,3.82,32.75,477.65,26.54,7,11,18,12,1
117,1494,9417.848438,0.01,87.23,107.97,821500.74,45638.93,22,57,1042,452,1
7,107,548.8332828,0.05,19.5,28.15,10702.25,594.57,15,20,55,52,1
6,151,774.5217356,0.04,23.29,33.25,18041.8,1002.32,18,17,107,44,1
3,168,979.9255224,0.07,14.46,67.75,14173.92,787.44,15,42,87,81,1
9,239,1434,0.03,34.89,41.1,50039.05,2779.95,26,38,137,102,1
2,47,225.9456813,0.15,6.79,33.26,1535.1,85.28,11,17,26,21,1
3,237,1405.584749,0.04,23.52,59.75,33064.71,1836.93,19,42,133,104,1
4,252,1523.187318,0.04,25.41,59.95,38699.58,2149.98,23,43,157,95,1
27,492,3261.643457,0.03,33.11,98.51,107986.84,5999.27,25,74,296,196,1
16,474,2675.187834,0.02,55.39,48.29,148186.3,8232.57,22,28,333,141,1
5,106,592.0060251,0.07,14.7,40.27,8702.49,483.47,18,30,57,49,1
3,77,338.2084416,0.08,12.27,27.56,4150.74,230.6,10,11,50,27,1
3,30,120,0.09,10.83,11.08,1300,72.22,10,6,17,13,1
11,233,1340.888788,0.04,23.82,56.28,31944.7,1774.71,20,34,152,81,1
12,213,1236.966598,0.04,24.72,50.03,30580.56,1698.92,20,36,124,89,1
8,106,520.1304031,0.03,29.42,17.68,15303.84,850.21,17,13,61,45,1
4,33,140.1816079,0.14,7.22,19.41,1012.42,56.25,10,9,20,13,1
10,419,2376.746218,0.02,63.34,37.52,150554.58,8364.13,22,29,252,167,1
2,45,200.6744228,0.2,4.9,40.95,983.3,54.63,7,15,24,21,1
12,216,1275.888369,0.04,23.96,53.25,30572.25,1698.46,21,39,127,89,1
2,39,171.3003795,0.22,4.5,38.07,770.85,42.83,7,14,21,18,1
2,102,556.8620251,0.13,7.67,72.63,4269.28,237.18,11,33,56,46,1
85,1614,10966.18721,0.02,53.22,206.05,583632.03,32424,16,95,982,632,1
3,87,408.9382555,0.06,15.43,26.51,6309.33,350.52,12,14,51,36,1
12,136,680,0.04,28.33,24,19266.67,1070.37,17,15,86,50,1
20,541,3327.013192,0.02,55.4,60.05,184330.69,10240.59,24,47,324,217,1
22,299,1794,0.03,29.32,61.19,52596.82,2922.05,20,44,170,129,1
49,723,5176.586976,0.03,38.33,135.04,198443.54,11024.64,31,112,446,277,1
15,333,2061.211578,0.03,38.02,54.21,78368.98,4353.83,25,48,187,146,1
5,265,1635.030125,0.03,28.83,56.72,47131.52,2618.42,26,46,163,102,1
5,141,803.7620003,0.07,14.22,56.51,11431.28,635.07,16,36,77,64,1
17,405,2567.639251,0.03,39.25,65.42,100779.84,5598.88,27,54,248,157,1
8,119,645.7255058,0.05,20.87,30.94,13476.01,748.67,20,23,71,48,1
5,80,392.5512476,0.1,10.42,37.67,4090.8,227.27,11,19,44,36,1
8,140,739.9563106,0.04,24,30.83,17758.95,986.61,18,21,84,56,1
2,52,228.400506,0.16,6.25,36.54,1427.5,79.31,7,14,27,25,1
28,985,6861.29752,0.02,59.36,115.58,407298.3,22627.68,31,94,625,360,1
2,104,537.6722002,0.07,14.32,37.55,7698.49,427.69,14,22,59,45,1
5,98,485.5112384,0.07,15.24,31.87,7396.91,410.94,14,17,61,37,1
3,90,437.2182896,0.06,15.84,27.6,6927.18,384.84,13,16,51,39,1
6,160,873.509059,0.05,20.46,42.69,17874.58,993.03,17,27,95,65,1
7,222,1129.416751,0.03,37.78,29.9,42666.86,2370.38,16,18,137,85,1
3,117,549.951447,0.05,18.86,29.16,10370.51,576.14,12,14,73,44,1
68,1347,7956.581632,0,214.5,37.09,1706686.76,94815.93,26,34,786,561,1
14,315,1812.789563,0.03,32.65,55.53,59182.25,3287.9,20,34,204,111,1
64,694,4527.351998,0.02,52.59,86.09,238097.56,13227.64,26,66,427,267,1
6,121,615.5830038,0.06,16.1,38.25,9907.96,550.44,13,21,69,52,1
10,182,1047.389525,0.04,23.82,43.96,24952.52,1386.25,20,34,101,81,1
24,233,1364.909572,0.05,21.35,63.92,29145.81,1619.21,17,41,130,103,1
4,49,227.5489533,0.1,9.69,23.48,2205.47,122.53,12,13,28,21,1
21,338,2078.614526,0.03,38.04,54.64,79077.73,4393.21,25,46,198,140,1
2,14,50.18947501,0.29,3.5,14.34,175.66,9.76,7,5,9,5,1
2,14,50.18947501,0.29,3.5,14.34,175.66,9.76,7,5,9,5,1
2,79,391.3815085,0.09,10.74,36.45,4202.2,233.46,12,19,45,34,1
4,45,203.560288,0.11,8.71,23.38,1772.67,98.48,11,12,26,19,1
111,958,6073.576303,0.02,54.4,111.66,330373.16,18354.06,19,62,603,355,1
2,79,401.9095645,0.17,5.85,68.75,2349.63,130.53,8,26,41,38,1
5,80,406.9970273,0.09,10.91,37.31,4439.97,246.66,12,22,40,40,1
5,44,190.1648362,0.09,11,17.29,2091.81,116.21,11,9,26,18,1
17,179,939.3790249,0.03,39.53,23.76,37133.1,2062.94,21,17,115,64,1
3,39,173.9178331,0.08,12.25,14.2,2130.49,118.36,14,8,25,14,1
1,16,55.3509059,0.34,2.92,18.98,161.44,8.97,5,6,9,7,1
7,93,498.2523364,0.07,14.87,33.51,7408.8,411.6,18,23,55,38,1
4,45,203.560288,0.11,8.71,23.38,1772.67,98.48,11,12,26,19,1
2,24,93.76537429,0.15,6.75,13.89,632.92,35.16,9,6,15,9,1
4,45,203.560288,0.11,8.71,23.38,1772.67,98.48,11,12,26,19,1
50,876,5700.828105,0.02,51.27,111.2,292267.81,16237.1,20,71,512,364,1
6,200,1104.712391,0.1,9.58,115.33,10581.98,587.89,8,38,109,91,1
4,49,227.5489533,0.1,9.69,23.48,2205.47,122.53,12,13,28,21,1
45,611,4473.698066,0.01,67.38,66.39,301448.3,16747.13,58,102,374,237,1
5,155,807.4652717,0.06,16.56,48.76,13371.62,742.87,12,25,86,69,1
51,725,5041.792325,0.02,50.11,100.62,252625.98,14034.78,30,94,411,314,1
55,767,5269.56974,0.02,54.38,96.91,286532.85,15918.49,29,88,437,330,1
4,45,203.560288,0.11,8.71,23.38,1772.67,98.48,11,12,26,19,1
5,55,269.8789828,0.08,13.14,20.53,3546.98,197.05,16,14,32,23,1
12,154,860.0842251,0.04,27.5,31.28,23652.32,1314.02,22,26,89,65,1
2,14,50.18947501,0.29,3.5,14.34,175.66,9.76,7,5,9,5,1
4,125,701.8387305,0.1,10.29,68.19,7223.09,401.28,13,36,68,57,1
4,45,203.560288,0.11,8.71,23.38,1772.67,98.48,11,12,26,19,1
31,866,5741.022833,0.02,66.45,86.4,381495.01,21194.17,28,71,529,337,1
17,299,1766.160288,0.03,31.75,55.63,56075.59,3115.31,20,40,172,127,1
14,452,2797.800701,0.03,30.66,91.25,85782.57,4765.7,17,56,250,202,1
2,59,292.2975823,0.14,7.26,40.24,2123,117.94,12,19,36,23,1
2,13,44.97261104,0.33,3,14.99,134.92,7.5,6,5,8,5,1
4,49,224.6631625,0.1,10.5,21.4,2358.96,131.05,12,12,28,21,1
3,42,189.9896022,0.11,9.27,20.49,1761.72,97.87,12,11,25,17,1
1,32,125.0204991,0.23,4.33,28.85,541.76,30.1,6,9,19,13,1
1,19,65.72920075,0.3,3.33,19.72,219.1,12.17,5,6,11,8,1
2,24,93.76537429,0.15,6.75,13.89,632.92,35.16,9,6,15,9,1
1,15,53.77443751,0.24,4.2,12.8,225.85,12.55,7,5,9,6,1
3,56,249.7281706,0.07,13.8,18.1,3446.25,191.46,12,10,33,23,1
4,45,203.560288,0.11,8.71,23.38,1772.67,98.48,11,12,26,19,1
4,49,224.6631625,0.1,10.5,21.4,2358.96,131.05,12,12,28,21,1
